TagID	Timestamp	accX	accY	accZ	gyroX	gyroY	gyroZ	compX	compY	compZ	Activity	Pressure	Temp. (?C)
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.200	0.0671	-0.1604	1.0039	-0.1068	-4.5090	-5.6381	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.300	0.0737	-0.1655	1.0107	-1.8082	1.1520	-2.7313	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.400	0.0754	-0.1631	0.9775	-3.5172	-1.3351	-2.7313	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.500	0.0864	-0.1660	0.9502	2.2659	-4.7302	-3.9215	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.600	0.0496	-0.1755	1.0386	4.5013	5.1727	-0.7629	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.700	0.0867	-0.1570	1.0093	4.3564	2.3727	-4.2343	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.800	0.0818	-0.1382	1.0088	1.3046	1.1826	-4.0436	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:24.900	0.0627	-0.1646	0.9858	0.7629	1.3275	-2.0981	51.0838	2.6272	23.0607	Inactive	1025.73487734615	28.58
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.000	0.0764	-0.1433	1.0190	1.0376	3.8452	-4.6387	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.100	0.0974	-0.1292	0.9973	1.2665	0.4501	-4.6234	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.200	0.0793	-0.1548	1.0051	1.2970	1.5335	-0.2213	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.300	0.0620	-0.1418	1.0105	1.1063	1.7395	1.1292	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.400	0.0591	-0.1562	0.9919	0.0381	1.5335	2.1896	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.500	0.0564	-0.1570	0.9968	-0.0992	1.7548	0.4807	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.600	0.0703	-0.1436	0.9897	0.9689	-0.3128	-2.7771	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.700	0.0618	-0.1514	1.0137	0.1221	1.8768	-0.7401	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.800	0.0691	-0.1531	1.0000	1.4725	-1.8845	2.3880	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:25.900	0.0554	-0.1614	1.0078	-3.6011	0.8087	2.3270	50.6459	1.3136	23.4985	Inactive	1027.38906522476	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.000	0.0681	-0.1575	0.9893	-1.0223	2.3651	-0.8926	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.100	0.0718	-0.1558	0.9976	-0.2670	3.4409	-0.1602	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.200	0.0454	-0.1711	1.0024	1.6403	2.7618	0.0458	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.300	0.0430	-0.1646	1.0017	4.1351	3.0823	-1.1063	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.400	0.0513	-0.1548	1.0046	5.9967	-3.6850	-2.9373	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.500	0.0576	-0.1379	1.0007	5.6763	-1.5106	-3.4180	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.600	0.0669	-0.1475	1.0032	4.9210	-1.4267	-3.9062	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.700	0.0664	-0.1409	1.0042	0.3967	-0.2975	-1.4954	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.800	0.0764	-0.1223	1.0132	6.8436	-2.8229	2.9831	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:26.900	0.0835	-0.1199	1.0032	7.1335	-2.6627	1.3504	51.0838	1.1676	22.7688	Inactive	1029.20535951013	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.000	0.0818	-0.1150	1.0017	1.2741	1.7090	-0.8850	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.100	0.0728	-0.1157	1.0205	0.0458	6.1951	1.7014	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.200	0.0503	-0.1294	1.0000	2.0294	3.5629	-3.9368	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.300	0.0449	-0.0918	1.0073	4.7684	-0.3357	-5.0583	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.400	0.0806	-0.1123	0.9978	-1.8845	-5.8975	-2.8915	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.500	0.0935	-0.1062	1.0149	3.8528	3.5934	-5.6686	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.600	0.0710	-0.1018	1.0178	5.8746	9.9640	-7.4768	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.700	0.0647	-0.0886	1.0276	9.8419	1.0452	-6.2943	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.800	0.0669	-0.0801	1.0110	4.4861	1.0757	-5.2948	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:27.900	0.0664	-0.0618	1.0232	3.7079	3.8452	-3.9749	48.3106	3.3569	24.9581	Inactive	1028.68989163392	28.6
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.000	0.0552	-0.0513	1.0269	4.0894	2.0294	-3.7766	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.100	0.0522	-0.0630	1.0103	2.6474	1.0757	-3.8681	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.200	0.0571	-0.0544	1.0144	1.4725	2.7771	-3.8986	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.300	0.0593	-0.0508	1.0144	-0.2899	-0.4196	-3.9368	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.400	0.0645	-0.0510	1.0046	-1.3809	-1.0757	-4.3869	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.500	0.0593	-0.0588	1.0081	2.5558	0.8469	-4.6310	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.600	0.0647	-0.0532	1.0369	1.6708	3.8071	-5.3940	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.700	0.0569	-0.0532	1.0212	-0.4425	3.0289	-5.8823	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.800	0.0601	-0.0591	1.0190	0.2441	2.4719	-4.9515	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:28.900	0.0559	-0.0566	1.0098	0.7629	2.9907	-3.3340	47.5809	3.2110	26.5636	Inactive	1032.08332692923	28.66
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.000	0.0510	-0.0469	1.0222	1.8311	3.3875	-3.5095	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.100	0.0527	-0.0525	1.0168	1.8387	1.3275	-3.5248	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.200	0.0530	-0.0498	1.0256	1.1520	-0.5417	-4.2953	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.300	0.0405	-0.0559	1.0103	-0.8240	2.7390	-4.6921	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.400	0.0476	-0.0474	1.0251	1.7624	-0.0916	-4.5090	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.500	0.0498	-0.0447	1.0137	3.3340	0.7019	-5.0659	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.600	0.0588	-0.0430	1.0208	2.2202	-0.8392	-5.6686	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.700	0.0444	-0.0461	1.0203	-0.1907	3.0670	-7.1182	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.800	0.0557	-0.0505	1.0300	-2.8076	-5.6839	-7.1869	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:29.900	0.0493	-0.0713	1.0271	-3.3188	1.0605	-8.6441	48.0187	3.0650	26.4176	Inactive	1020.97374510407	28.65
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.000	0.0398	-0.0630	1.0259	-4.1122	5.6992	-8.4686	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.100	0.0706	-0.0874	0.9851	-8.1177	-5.2643	-7.6218	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.200	0.0942	-0.0923	1.0183	-3.8910	-8.7662	-9.4757	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.300	0.0828	-0.0605	1.0408	6.3553	4.3259	-14.4043	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.400	0.0652	-0.0625	1.0027	6.4621	5.2872	-13.8245	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.500	0.0481	-0.0649	1.0161	-0.6332	5.8670	-13.8245	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.600	0.0652	-0.0588	1.0115	-0.8850	4.5700	-17.3416	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.700	0.1096	-0.0493	1.0232	2.0523	-1.4114	-17.1509	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.800	0.1206	-0.0491	1.0061	4.6997	3.1281	-15.2512	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:30.900	0.0962	-0.0466	1.0134	4.1962	6.9962	-11.4365	49.3323	1.4595	25.6878	Inactive	1028.60524531832	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.000	0.0786	-0.0383	1.0261	4.0054	1.5182	-7.3395	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.100	0.0767	-0.0435	1.0195	2.2888	0.8926	-4.7073	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.200	0.0757	-0.0403	1.0188	2.6093	1.7166	-2.5330	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.300	0.0647	-0.0403	1.0090	2.3270	3.5172	-2.4567	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.400	0.0601	-0.0256	1.0200	3.1128	-0.5188	-3.1281	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.500	0.0686	-0.0244	1.0205	2.2507	1.8387	-2.1057	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.600	0.0715	-0.0303	1.0220	2.7237	0.2975	-1.8845	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.700	0.0662	-0.0166	1.0181	1.2512	2.9984	-1.1368	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.800	0.0771	-0.0085	1.0227	0.6790	-4.0894	-1.6479	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:31.900	0.0776	-0.0200	1.0125	-0.1831	-0.2289	-1.1673	48.8945	-3.0650	26.7095	Inactive	1026.18544120799	28.7
02 agmdB_290523_calib_S2	29/05/2023 16:17:32.000	0.0640	-0.0220	1.0247	1.0681	7.8659	-0.6332	47.7268	-2.4812	27.2933	Inactive	1027.85318745105	28.71
02 agmdB_290523_calib_S2	29/05/2023 16:17:32.100	0.0549	-0.0198	1.0208	1.8082	3.2349	-1.7242	47.7268	-2.4812	27.2933	Inactive	1027.85318745105	28.71
02 agmdB_290523_calib_S2	29/05/2023 16:17:32.200	0.0610	-0.0173	1.0271	0.1297	-1.5945	-2.6321	47.7268	-2.4812	27.2933	Inactive	1027.85318745105	28.71
02 agmdB_290523_calib_S2	29/05/2023 16:17:32.300	0.0601	-0.0232	1.0134	-1.6403	2.8687	-2.6321	47.7268	-2.4812	27.2933	Inactive	1027.85318745105	28.71
02 agmdB_290523_calib_S2	29/05/2023 16:17:32.400	0.0535	-0.0173	1.0203	-0.3357	2.3117	-3.1204	47.7268	-2.4812	27.2933	Inactive	1027.85318745105	28.71
